,good review,useful,funny,cool,is_open,business_stars_Bad,business_stars_Average,business_stars_Good,review_count_Low,review_count_Medium,review_count_High
39326,1,0,0,0,1,0,0,1,0,0,0
322651,0,1,0,0,1,1,0,0,1,0,0
181016,0,0,0,0,1,0,1,0,1,0,0
134711,0,0,0,0,1,1,0,0,1,0,0
15973,1,0,0,0,1,0,0,1,1,0,0
81020,1,0,0,0,0,0,1,0,1,0,0
273848,0,0,0,0,1,1,0,0,1,0,0
240190,0,1,0,0,1,0,1,0,1,0,0
348401,0,1,1,1,1,1,0,0,1,0,0
187140,1,0,0,0,1,0,0,1,1,0,0
273261,0,0,0,0,0,0,0,1,1,0,0
28729,1,0,0,0,1,0,0,1,1,0,0
30542,1,0,0,0,1,0,0,1,1,0,0
179387,0,0,1,0,1,0,0,1,1,0,0
252895,1,0,0,0,1,0,0,1,1,0,0
334612,0,0,0,0,1,0,0,1,1,0,0
9720,0,1,0,0,1,0,0,1,1,0,0
163533,0,0,0,0,1,0,0,1,1,0,0
306553,1,0,0,0,1,0,0,1,0,0,1
212524,1,0,0,0,1,0,0,1,1,0,0
110733,0,1,0,0,1,0,0,1,1,0,0
17876,0,1,0,1,1,0,1,0,1,0,0
34165,0,0,1,0,1,0,0,1,1,0,0
302527,0,1,0,0,1,1,0,0,1,0,0
240298,0,0,0,0,0,1,0,0,1,0,0
109981,1,0,0,0,1,0,0,1,0,0,1
331503,1,0,0,0,1,0,0,1,0,0,0
103162,1,0,0,1,0,0,0,1,0,0,1
175654,0,0,0,0,1,0,0,1,1,0,0
113965,0,1,0,0,0,0,0,1,1,0,0
209106,1,0,0,0,1,0,0,1,0,0,0
251067,0,0,0,0,1,0,1,0,1,0,0
292712,1,0,0,0,1,0,0,1,1,0,0
343890,0,0,0,0,0,0,0,1,1,0,0
4240,0,0,0,0,0,0,0,1,1,0,0
189571,1,0,0,0,1,0,0,1,0,0,1
95726,1,0,0,0,1,0,1,0,1,0,0
88123,1,0,0,0,1,0,1,0,1,0,0
175498,1,1,0,1,1,0,0,1,0,0,0
10148,0,1,0,0,1,0,0,1,0,0,0
4150,0,1,1,1,1,0,0,1,1,0,0
147047,0,1,0,0,1,0,0,1,1,0,0
264271,0,1,0,0,1,0,1,0,1,0,0
125907,0,1,0,0,1,0,0,1,0,0,0
29401,1,0,0,0,1,0,0,1,1,0,0
180661,1,0,0,0,1,0,0,1,1,0,0
59643,0,0,0,0,0,0,1,0,1,0,0
321002,0,1,1,1,1,0,0,1,1,0,0
35929,1,1,0,0,1,0,0,1,0,0,0
223258,0,1,0,0,0,0,1,0,1,0,0
277990,1,1,0,0,1,0,0,1,1,0,0
32674,0,1,1,1,1,0,0,1,1,0,0
279216,0,0,0,0,1,0,0,1,1,0,0
21176,0,0,0,0,0,0,0,1,1,0,0
221436,1,1,1,1,1,0,0,1,1,0,0
161863,1,0,0,0,1,0,0,1,1,0,0
185665,1,1,0,0,1,0,0,1,1,0,0
255586,1,0,0,0,1,0,0,1,1,0,0
333206,0,0,0,0,1,0,0,1,0,0,0
125436,1,0,0,0,0,0,0,1,0,0,1
103888,0,0,0,0,1,1,0,0,1,0,0
320653,0,1,0,0,1,0,0,1,1,0,0
77757,1,1,0,0,1,0,0,1,1,0,0
142561,0,1,0,0,1,0,0,1,1,0,0
62665,0,1,0,0,1,0,0,1,0,0,1
245098,1,0,0,0,1,0,0,1,1,0,0
92513,0,0,0,0,1,0,0,1,1,0,0
60421,0,1,0,0,1,0,0,1,1,0,0
34199,0,0,0,0,1,0,0,1,1,0,0
131704,0,0,0,1,1,0,0,1,1,0,0
307602,0,0,0,0,1,0,1,0,1,0,0
239022,1,1,1,1,1,0,0,1,1,0,0
156428,1,0,0,0,0,0,0,1,1,0,0
323317,0,0,0,0,1,0,0,1,1,0,0
252224,0,0,0,0,1,0,0,1,0,0,1
179585,1,1,0,0,1,0,0,1,1,0,0
100665,0,0,0,0,0,0,0,1,1,0,0
217637,1,0,0,0,1,0,1,0,1,0,0
133430,1,1,0,0,1,0,0,1,1,0,0
86541,1,0,0,0,0,0,0,1,1,0,0
141909,0,0,0,0,1,0,0,1,1,0,0
188636,1,0,0,0,0,0,0,1,1,0,0
332818,0,0,0,0,1,0,0,1,1,0,0
149468,1,1,0,0,1,0,0,1,1,0,0
341331,1,0,0,0,1,0,0,1,1,0,0
292591,1,0,0,0,1,0,0,1,1,0,0
92435,0,0,0,0,1,0,0,1,1,0,0
82031,0,1,1,1,1,0,0,1,0,0,1
324018,0,1,0,0,0,0,0,1,1,0,0
322605,0,0,0,0,1,0,0,1,1,0,0
216340,1,0,0,0,1,0,0,1,1,0,0
265289,0,1,0,0,0,0,0,1,1,0,0
296872,1,0,0,0,1,0,0,1,1,0,0
23702,1,0,0,0,1,0,0,1,0,0,1
23820,1,0,0,0,1,0,0,1,1,0,0
136908,0,1,0,0,1,0,0,1,1,0,0
156477,1,0,0,0,1,0,0,1,1,0,0
21342,0,0,0,0,1,0,1,0,0,0,1
207711,0,1,0,0,1,1,0,0,1,0,0
44734,1,0,0,1,1,0,0,1,1,0,0
67894,0,1,0,0,1,0,1,0,1,0,0
59372,0,0,0,0,0,0,0,1,1,0,0
196826,1,0,0,0,0,0,0,1,1,0,0
158082,0,0,0,1,0,0,0,1,1,0,0
280677,1,0,0,0,0,0,0,1,1,0,0
252832,1,0,0,0,1,0,0,1,0,0,1
151951,0,0,0,0,0,0,0,1,1,0,0
186069,0,0,0,0,1,0,1,0,1,0,0
53138,1,0,0,0,0,0,0,1,1,0,0
140636,1,0,0,0,1,0,0,1,1,0,0
154538,0,0,0,0,1,0,0,1,1,0,0
192080,0,1,0,1,1,0,0,1,1,0,0
337573,0,0,0,0,1,1,0,0,1,0,0
238854,1,0,0,0,1,0,0,1,1,0,0
192728,0,0,0,0,1,0,1,0,1,0,0
222390,0,0,0,0,1,0,0,1,1,0,0
209182,0,0,0,0,1,0,0,1,1,0,0
297162,0,1,1,0,0,0,1,0,1,0,0
13215,0,0,0,0,1,0,0,1,1,0,0
340076,0,0,0,0,0,0,0,1,1,0,0
118694,1,1,0,0,1,0,0,1,1,0,0
238905,1,0,0,0,1,0,0,1,1,0,0
256578,0,1,0,1,1,0,0,1,1,0,0
281179,1,0,0,0,1,0,0,1,1,0,0
56524,1,0,0,0,1,0,0,1,1,0,0
76799,0,0,0,0,1,0,0,1,0,1,0
231477,1,0,0,0,1,0,0,1,0,0,0
263124,0,0,0,0,1,0,0,1,1,0,0
232794,0,0,0,0,1,0,0,1,1,0,0
276817,1,0,0,0,1,0,0,1,1,0,0
297199,0,0,0,0,1,1,0,0,1,0,0
35465,0,0,0,0,1,0,1,0,1,0,0
101307,1,0,0,0,1,1,0,0,1,0,0
329833,1,0,0,0,1,0,0,1,1,0,0
185986,1,1,0,1,1,0,0,1,1,0,0
67697,0,1,0,0,1,0,1,0,1,0,0
93174,0,0,0,0,1,0,0,1,1,0,0
237513,1,0,0,0,1,0,0,1,1,0,0
342561,1,0,0,0,1,0,0,1,1,0,0
68103,0,0,0,0,1,0,0,1,1,0,0
73327,1,0,0,0,1,0,0,1,0,0,0
278961,0,0,0,0,1,0,0,1,1,0,0
169050,0,0,0,0,1,0,0,1,1,0,0
136574,1,0,0,0,1,0,0,1,0,0,1
285025,1,0,0,0,1,0,0,1,1,0,0
156828,0,0,0,0,1,0,0,1,1,0,0
141481,0,0,0,0,1,0,0,1,1,0,0
247442,0,0,0,0,1,0,0,1,1,0,0
243314,0,0,0,0,1,0,0,1,1,0,0
12423,0,0,0,0,1,0,0,1,0,0,1
301588,0,0,0,0,1,0,1,0,1,0,0
16236,1,1,0,0,1,0,0,1,1,0,0
208401,1,1,1,1,1,0,0,1,1,0,0
90509,0,0,0,0,1,0,0,1,1,0,0
25334,1,0,0,0,1,0,0,1,1,0,0
261823,0,0,0,0,1,0,1,0,1,0,0
218475,1,1,1,1,1,0,0,1,1,0,0
165102,1,0,0,0,1,0,0,1,1,0,0
152362,0,0,0,1,0,0,0,1,0,0,0
300693,0,0,0,0,0,1,0,0,1,0,0
43124,1,1,0,0,1,0,0,1,1,0,0
81876,1,0,0,0,1,0,0,1,1,0,0
90785,0,1,0,0,1,0,0,1,1,0,0
321598,0,0,0,0,0,0,0,1,1,0,0
215693,1,0,0,0,1,0,0,1,1,0,0
342419,0,1,0,0,1,1,0,0,1,0,0
122167,0,0,0,0,1,0,0,1,1,0,0
70777,0,1,0,1,1,0,0,1,1,0,0
252213,0,1,0,0,1,0,0,1,1,0,0
65336,0,1,1,1,1,0,1,0,1,0,0
311838,0,0,0,0,1,0,0,1,0,0,1
326446,0,0,0,0,1,0,0,1,1,0,0
215283,0,0,0,0,1,0,0,1,0,0,0
182106,0,0,0,0,1,0,0,1,1,0,0
237944,1,1,1,1,1,0,0,1,1,0,0
104760,0,1,0,0,1,0,1,0,1,0,0
234641,0,0,0,0,0,1,0,0,1,0,0
134903,0,0,0,0,1,0,1,0,0,0,0
262450,1,0,0,0,1,0,0,1,0,0,0
227998,0,0,0,0,1,0,0,1,1,0,0
289582,0,1,0,0,1,0,1,0,1,0,0
54540,1,0,0,0,1,0,0,1,1,0,0
115112,0,0,0,0,1,0,0,1,1,0,0
45208,1,0,0,0,1,0,0,1,0,0,0
148823,1,0,0,0,1,0,0,1,1,0,0
29478,1,1,1,1,1,0,0,1,1,0,0
237377,1,0,0,0,1,0,0,1,1,0,0
276216,1,0,0,0,1,0,0,1,0,0,0
210408,1,1,0,1,1,0,0,1,0,0,1
41285,1,1,0,0,1,0,0,1,1,0,0
39595,0,0,0,0,1,0,0,1,1,0,0
81263,1,0,0,0,1,0,0,1,0,0,1
32377,0,0,0,0,1,0,1,0,1,0,0
212231,0,0,0,0,1,0,0,1,1,0,0
330805,1,0,0,1,1,0,0,1,0,0,0
88136,0,0,0,0,1,0,1,0,1,0,0
80948,0,0,0,0,1,0,0,1,1,0,0
249456,1,1,0,0,1,0,0,1,1,0,0
28205,1,0,0,0,0,0,0,1,1,0,0
313752,1,0,0,0,1,0,0,1,0,1,0
50043,1,0,0,0,1,0,0,1,0,1,0
148280,1,0,0,0,1,0,0,1,1,0,0
217403,1,0,0,0,1,0,0,1,0,0,1
198825,1,0,0,0,1,0,0,1,1,0,0
85168,0,0,0,0,1,0,0,1,1,0,0
49069,0,0,0,0,1,0,1,0,1,0,0
70950,1,0,0,0,1,0,0,1,1,0,0
345227,0,0,0,0,1,1,0,0,1,0,0
53275,0,0,0,0,0,0,0,1,1,0,0
148970,0,1,0,0,0,0,0,1,1,0,0
233189,1,0,0,0,1,0,1,0,1,0,0
245925,0,1,0,0,0,0,1,0,1,0,0
20065,1,1,0,0,1,0,0,1,1,0,0
96963,0,0,0,0,1,0,1,0,1,0,0
215171,1,1,0,0,0,0,0,1,1,0,0
72301,0,0,0,0,1,0,0,1,1,0,0
265053,1,1,0,0,1,0,0,1,1,0,0
27692,1,0,0,0,1,0,0,1,1,0,0
37858,0,0,0,0,1,0,0,1,1,0,0
144307,0,1,1,1,0,0,1,0,1,0,0
42036,1,0,0,0,0,0,0,1,1,0,0
75833,1,0,0,0,1,0,0,1,1,0,0
76353,1,0,0,0,1,0,0,1,1,0,0
117366,1,0,0,0,1,0,0,1,1,0,0
167780,1,0,0,0,1,0,0,1,1,0,0
48976,0,0,0,0,0,0,0,1,0,0,1
61949,0,1,0,0,0,0,1,0,1,0,0
212098,0,0,0,0,1,0,0,1,0,1,0
297857,1,0,0,0,1,0,0,1,1,0,0
193825,0,1,0,0,1,1,0,0,1,0,0
279859,1,0,0,0,1,0,0,1,1,0,0
214813,1,0,0,0,1,0,0,1,1,0,0
34665,1,0,0,0,1,0,0,1,0,0,1
346718,1,0,0,0,1,0,0,1,1,0,0
46762,0,1,1,0,1,0,0,1,1,0,0
341592,1,0,0,0,1,0,0,1,0,0,0
312955,0,0,0,0,1,0,0,1,0,0,0
70702,1,0,0,0,1,0,0,1,1,0,0
31542,0,0,0,0,0,0,1,0,1,0,0
250553,0,1,0,1,1,0,0,1,1,0,0
285436,0,1,0,0,1,0,0,1,1,0,0
229379,1,0,0,0,1,0,0,1,0,0,1
214845,0,0,0,0,1,0,0,1,0,0,0
213823,1,0,0,0,0,0,0,1,1,0,0
63674,0,1,0,0,1,1,0,0,1,0,0
169711,0,0,0,0,0,0,0,1,1,0,0
149284,1,0,0,0,1,0,0,1,0,0,1
323039,1,0,0,0,1,0,0,1,1,0,0
195797,1,0,0,0,1,0,0,1,1,0,0
33737,0,1,0,0,1,0,1,0,1,0,0
344609,0,0,0,0,0,1,0,0,1,0,0
22194,0,1,0,0,1,0,0,1,1,0,0
142547,0,0,0,0,1,0,1,0,1,0,0
308967,1,0,0,0,1,0,0,1,1,0,0
328228,0,0,0,0,1,0,1,0,1,0,0
98038,0,1,0,0,0,0,1,0,1,0,0
19161,0,0,0,0,0,0,1,0,1,0,0
143911,1,0,0,0,1,0,0,1,1,0,0
51397,1,0,0,0,1,0,0,1,1,0,0
280293,0,0,0,0,0,0,0,1,1,0,0
24603,0,0,0,0,1,0,1,0,1,0,0
13416,1,0,0,0,1,0,0,1,0,1,0
284135,0,0,0,0,0,0,1,0,1,0,0
184659,0,0,0,0,1,0,0,1,1,0,0
285156,0,1,0,1,1,0,0,1,1,0,0
162799,1,0,0,0,1,0,1,0,1,0,0
134663,1,0,0,0,0,0,0,1,1,0,0
96656,1,0,0,0,1,0,0,1,1,0,0
201331,1,0,1,0,1,0,0,1,1,0,0
36485,0,0,0,0,1,0,1,0,1,0,0
330781,1,0,0,0,1,0,1,0,1,0,0
347365,0,0,0,0,1,0,0,1,1,0,0
171382,0,0,0,0,1,0,1,0,1,0,0
193090,0,1,0,0,1,0,0,1,0,0,1
2548,0,0,0,0,1,0,0,1,0,0,1
293907,1,0,0,0,1,0,0,1,1,0,0
341856,0,0,0,0,1,0,0,1,1,0,0
61650,0,0,0,0,1,0,0,1,1,0,0
246737,1,1,0,0,1,0,0,1,1,0,0
339044,0,0,0,0,1,0,0,1,1,0,0
67418,1,1,0,0,1,0,0,1,1,0,0
261492,0,0,0,0,1,0,1,0,1,0,0
163470,1,0,0,0,1,0,0,1,1,0,0
212393,0,0,0,0,1,0,0,1,1,0,0
171107,0,0,0,0,0,0,1,0,1,0,0
254080,1,1,0,0,1,0,0,1,0,0,1
234156,0,0,0,0,0,0,1,0,1,0,0
241014,0,0,0,0,1,0,0,1,0,0,1
244141,0,0,0,0,1,0,1,0,1,0,0
135071,1,0,0,0,1,0,0,1,0,0,0
10654,1,0,0,0,1,0,0,1,1,0,0
272241,1,0,0,0,1,0,0,1,1,0,0
291426,1,0,0,0,1,0,0,1,1,0,0
303119,1,0,0,0,1,0,0,1,1,0,0
324744,0,0,0,0,1,1,0,0,1,0,0
243764,0,1,0,0,0,0,0,1,1,0,0
217797,1,0,0,0,1,0,0,1,1,0,0
229247,0,0,0,0,1,0,0,1,1,0,0
243039,0,0,0,0,1,0,0,1,1,0,0
258697,0,0,0,0,0,0,0,1,1,0,0
335612,1,1,0,1,1,0,0,1,1,0,0
24198,1,1,0,0,1,0,0,1,1,0,0
145638,0,0,0,0,1,0,0,1,1,0,0
33868,0,1,0,0,0,0,1,0,1,0,0
258005,0,1,0,0,1,1,0,0,1,0,0
40732,1,0,0,0,1,0,0,1,1,0,0
74461,0,0,0,0,1,0,0,1,0,1,0
156266,0,0,0,0,1,0,0,1,1,0,0
194394,0,1,0,0,1,0,0,1,1,0,0
106150,0,0,0,0,1,0,1,0,1,0,0
252786,1,0,0,0,1,0,0,1,1,0,0
228879,1,0,0,0,1,0,0,1,0,0,1
222341,1,1,0,0,1,0,0,1,1,0,0
35147,1,0,0,0,1,0,0,1,1,0,0
176400,1,0,0,0,1,0,1,0,1,0,0
292165,1,0,0,0,1,0,0,1,1,0,0
160503,0,0,0,0,1,0,0,1,1,0,0
203934,1,0,0,0,1,0,0,1,1,0,0
258566,0,0,0,0,0,0,0,1,1,0,0
285115,1,0,0,0,0,0,0,1,1,0,0
181174,1,0,0,0,1,0,0,1,1,0,0
305911,1,0,0,0,1,0,0,1,0,0,0
46282,0,1,0,0,1,0,0,1,1,0,0
68905,0,0,0,0,0,0,0,1,1,0,0
229263,1,1,0,0,1,0,0,1,1,0,0
103753,0,0,0,0,1,0,0,1,1,0,0
94443,1,0,0,0,1,0,0,1,1,0,0
266590,0,0,0,0,1,0,1,0,1,0,0
142201,0,1,0,0,1,1,0,0,1,0,0
322821,1,0,0,0,1,0,0,1,1,0,0
135400,0,1,0,0,1,0,0,1,1,0,0
143866,1,0,0,0,1,0,0,1,1,0,0
240844,1,0,0,0,0,0,0,1,1,0,0
167551,0,0,0,0,1,0,0,1,0,0,0
305694,1,0,0,0,1,0,0,1,1,0,0
143416,1,0,0,1,1,0,0,1,1,0,0
135154,1,1,1,1,1,0,0,1,1,0,0
294624,0,0,0,0,1,0,0,1,1,0,0
14237,1,0,0,0,1,0,0,1,1,0,0
226448,1,0,0,0,1,0,0,1,0,0,0
118434,1,0,0,0,1,0,0,1,1,0,0
95634,1,0,0,0,1,0,0,1,1,0,0
41035,0,0,0,0,1,0,0,1,1,0,0
170773,1,0,0,0,1,0,0,1,0,0,1
150210,0,0,0,0,1,0,0,1,1,0,0
268169,0,1,0,0,0,0,1,0,1,0,0
103923,1,0,0,0,1,0,0,1,1,0,0
44521,0,0,0,0,1,0,0,1,1,0,0
167837,0,1,0,0,1,0,0,1,1,0,0
283314,0,0,0,0,1,0,1,0,1,0,0
130857,1,1,0,0,0,0,0,1,1,0,0
76459,0,0,0,0,0,0,0,1,0,1,0
338069,0,1,1,0,1,0,0,1,1,0,0
263849,1,0,0,0,1,0,0,1,1,0,0
308445,1,0,0,0,1,0,0,1,1,0,0
288129,1,0,0,0,1,0,0,1,1,0,0
261273,1,1,0,0,1,0,0,1,1,0,0
413,1,0,0,0,1,0,0,1,0,0,0
83142,0,0,0,0,1,0,0,1,1,0,0
80732,0,1,1,1,1,0,0,1,1,0,0
51329,0,0,0,0,1,0,0,1,1,0,0
94651,1,0,0,0,1,0,0,1,1,0,0
136297,0,0,0,0,1,0,0,1,1,0,0
332579,1,0,0,0,1,0,0,1,0,0,0
279619,1,0,0,0,1,0,0,1,1,0,0
189928,0,0,0,0,1,0,0,1,1,0,0
144717,0,1,0,0,1,0,1,0,0,0,0
168651,0,1,0,0,1,0,1,0,1,0,0
264664,1,0,0,0,1,0,0,1,1,0,0
163816,0,0,0,0,1,1,0,0,1,0,0
125366,0,0,0,0,1,0,0,1,1,0,0
293663,0,0,0,0,1,0,0,1,1,0,0
251179,0,1,0,0,1,0,0,1,1,0,0
320849,0,0,0,0,1,0,0,1,1,0,0
270388,0,0,0,0,1,0,1,0,1,0,0
74098,0,1,1,1,0,0,0,1,1,0,0
248027,1,1,0,0,1,0,1,0,1,0,0
108886,0,0,0,0,1,0,1,0,1,0,0
112762,0,0,0,0,1,0,0,1,0,0,0
124362,0,0,0,0,1,0,0,1,1,0,0
214259,0,0,0,0,1,0,0,1,1,0,0
110358,0,0,0,0,1,0,0,1,1,0,0
251251,0,0,0,0,1,0,0,1,1,0,0
115856,0,0,0,0,0,0,0,1,1,0,0
2202,0,1,1,1,0,0,0,1,1,0,0
14088,0,1,0,0,1,0,0,1,1,0,0
176392,1,1,0,0,1,0,0,1,0,0,1
341821,1,1,0,1,1,0,0,1,0,0,0
121482,1,0,0,0,1,0,0,1,1,0,0
270872,0,0,0,0,1,0,0,1,1,0,0
256675,1,0,0,0,1,0,0,1,0,0,0
213941,1,0,0,0,1,0,0,1,1,0,0
285311,1,0,0,0,1,0,0,1,1,0,0
76169,1,0,0,0,1,0,0,1,1,0,0
212088,0,1,1,1,1,0,0,1,1,0,0
165593,0,0,0,0,1,0,0,1,0,0,0
177631,1,0,0,0,1,0,0,1,1,0,0
81453,1,0,0,0,1,0,0,1,1,0,0
218028,0,1,0,0,1,1,0,0,1,0,0
107145,1,0,0,0,1,0,0,1,1,0,0
176069,1,0,0,0,1,0,0,1,1,0,0
250888,0,0,0,0,0,0,0,1,1,0,0
22155,0,1,0,0,1,1,0,0,1,0,0
119483,0,1,0,0,1,0,0,1,1,0,0
204136,0,0,0,0,1,0,1,0,1,0,0
127164,0,1,0,0,1,0,0,1,1,0,0
231340,0,0,0,0,1,0,1,0,1,0,0
45882,0,0,0,0,0,0,0,1,1,0,0
161702,1,0,0,0,1,0,0,1,1,0,0
129077,1,0,0,0,1,0,1,0,1,0,0
269605,0,0,0,0,1,0,0,1,1,0,0
70392,1,0,0,0,1,0,0,1,1,0,0
70720,0,1,0,0,1,0,0,1,1,0,0
96874,0,1,0,0,1,0,0,1,1,0,0
227399,1,0,0,0,1,0,0,1,1,0,0
119674,0,0,0,0,1,0,0,1,1,0,0
320860,1,0,0,0,0,0,1,0,1,0,0
321210,0,0,0,0,0,0,1,0,1,0,0
20746,1,0,0,0,1,0,0,1,1,0,0
316814,1,0,0,0,1,0,0,1,1,0,0
253327,1,0,0,0,1,0,0,1,1,0,0
80890,0,1,0,1,1,0,0,1,1,0,0
240525,0,1,0,1,1,0,0,1,1,0,0
153321,1,0,0,0,1,0,0,1,0,0,1
76643,0,0,0,0,1,0,0,1,0,0,1
112540,0,0,0,0,1,0,0,1,1,0,0
311375,0,0,0,0,1,0,1,0,1,0,0
106175,0,1,0,0,1,0,0,1,1,0,0
324835,0,0,0,0,1,0,1,0,1,0,0
282200,0,0,0,0,1,0,0,1,1,0,0
284554,1,1,0,0,1,0,0,1,1,0,0
258009,1,0,0,0,1,0,0,1,1,0,0
342367,0,1,1,0,1,0,1,0,1,0,0
215491,1,0,0,0,1,0,0,1,1,0,0
342639,0,0,0,0,1,0,0,1,1,0,0
259012,0,0,0,0,0,0,0,1,1,0,0
36976,1,0,0,0,1,0,0,1,1,0,0
320584,1,0,0,0,1,0,0,1,1,0,0
115732,1,0,0,0,1,0,0,1,1,0,0
306681,1,0,0,0,1,0,0,1,1,0,0
132946,0,0,1,0,0,0,0,1,1,0,0
54321,0,1,0,0,1,0,0,1,0,0,1
132071,0,0,0,0,1,0,0,1,1,0,0
142092,1,0,0,0,1,0,0,1,1,0,0
57657,1,0,0,0,1,0,0,1,1,0,0
298547,0,0,0,0,1,0,0,1,1,0,0
288930,1,0,0,0,1,0,0,1,1,0,0
338845,0,0,0,0,1,0,0,1,1,0,0
70591,1,0,0,0,1,0,0,1,1,0,0
59503,1,0,0,0,1,0,0,1,0,0,0
1249,0,0,0,0,0,0,0,1,1,0,0
194283,0,0,0,0,1,0,0,1,1,0,0
258413,0,0,0,0,0,0,0,1,1,0,0
116930,0,0,0,0,1,0,0,1,0,0,1
332796,0,0,0,0,1,0,0,1,1,0,0
89215,0,1,0,0,1,1,0,0,1,0,0
36515,1,0,0,0,1,0,0,1,0,1,0
190284,0,0,0,0,1,0,1,0,1,0,0
230472,0,1,0,0,1,0,1,0,1,0,0
194833,1,0,0,0,0,0,0,1,1,0,0
264294,1,0,0,0,1,0,0,1,1,0,0
27406,0,0,0,0,1,0,0,1,1,0,0
47169,0,0,0,0,0,0,0,1,1,0,0
42610,0,0,0,0,1,0,1,0,1,0,0
16460,1,0,0,0,1,0,1,0,1,0,0
13676,0,0,0,0,1,0,0,1,0,0,1
108131,0,0,0,0,1,0,0,1,1,0,0
234621,0,0,0,0,1,0,0,1,1,0,0
10328,0,1,0,0,1,0,1,0,1,0,0
128102,0,0,0,0,1,0,0,1,0,0,1
246040,0,0,0,0,0,0,1,0,1,0,0
244135,0,0,0,0,1,0,0,1,1,0,0
164391,1,0,0,0,1,0,0,1,1,0,0
102998,1,1,0,0,1,0,0,1,1,0,0
10302,0,0,0,0,1,0,1,0,1,0,0
161408,1,0,0,0,1,0,0,1,1,0,0
278261,1,1,0,1,1,0,0,1,1,0,0
111413,0,1,0,0,1,0,0,1,1,0,0
245269,0,0,0,0,1,0,0,1,1,0,0
191034,1,0,0,0,1,0,1,0,1,0,0
348710,1,0,0,0,1,0,0,1,1,0,0
58925,0,1,0,0,1,0,0,1,0,0,0
325442,0,0,0,0,1,0,0,1,0,0,1
98008,0,0,0,0,1,1,0,0,1,0,0
325916,1,0,0,0,1,0,0,1,1,0,0
323348,0,0,0,0,1,0,0,1,1,0,0
4168,0,0,0,0,0,0,0,1,1,0,0
191147,0,0,0,0,1,0,0,1,1,0,0
4891,1,0,0,0,1,0,0,1,1,0,0
196247,0,1,1,0,1,0,0,1,1,0,0
349195,1,1,0,0,1,0,0,1,1,0,0
41896,1,0,0,0,1,0,0,1,1,0,0
101680,1,0,0,0,1,0,0,1,1,0,0
294231,0,0,0,0,1,0,1,0,1,0,0
57440,0,0,0,0,0,0,1,0,1,0,0
124205,1,0,0,0,1,0,0,1,1,0,0
212459,0,0,0,0,1,0,0,1,0,0,1
227070,0,1,1,1,1,0,0,1,1,0,0
244926,1,0,0,0,1,0,0,1,1,0,0
48327,1,1,0,0,1,0,0,1,1,0,0
116633,0,1,0,0,1,0,0,1,1,0,0
289465,1,1,0,0,1,0,0,1,1,0,0
34147,1,0,0,0,1,0,0,1,1,0,0
176017,0,1,0,1,1,0,0,1,1,0,0
71204,1,1,0,0,1,0,0,1,1,0,0
62331,1,0,0,0,1,0,0,1,0,1,0
179346,0,1,0,1,1,0,0,1,1,0,0
262368,0,0,0,0,1,0,0,1,1,0,0
121823,0,0,0,0,1,1,0,0,1,0,0
292484,1,0,0,0,1,0,0,1,1,0,0
343087,0,0,0,0,0,1,0,0,1,0,0
180167,0,0,0,0,1,0,1,0,1,0,0
37946,0,1,0,0,1,0,1,0,1,0,0
249012,1,0,0,0,1,0,0,1,1,0,0
106050,0,0,0,0,1,0,1,0,1,0,0
262224,0,0,0,0,1,0,0,1,1,0,0
343576,1,0,0,0,1,0,1,0,1,0,0
203575,0,0,0,0,0,0,1,0,1,0,0
19617,0,0,0,0,0,0,1,0,0,0,1
337219,0,0,0,0,1,0,1,0,1,0,0
310696,0,1,0,0,1,0,0,1,1,0,0
134731,1,0,0,0,0,0,0,1,1,0,0
85459,1,0,0,0,1,0,1,0,1,0,0
75488,1,0,0,0,1,1,0,0,1,0,0
325534,1,0,0,0,1,0,0,1,1,0,0
79929,1,0,0,0,0,0,0,1,1,0,0
156214,1,0,0,0,1,0,0,1,1,0,0
79044,1,1,0,0,1,0,1,0,1,0,0
98617,0,0,0,0,1,1,0,0,1,0,0
241074,1,1,0,0,1,0,0,1,1,0,0
80149,0,1,0,0,1,0,0,1,0,1,0
188232,1,1,1,1,0,0,0,1,1,0,0
299632,0,0,0,0,1,0,1,0,1,0,0
188819,0,0,0,0,1,1,0,0,1,0,0
290203,1,0,0,0,1,0,0,1,1,0,0
317239,0,0,0,0,1,1,0,0,1,0,0
134433,1,0,0,0,1,0,0,1,1,0,0
344849,1,0,0,0,1,0,0,1,1,0,0
40667,0,0,0,0,1,0,0,1,1,0,0
210872,0,0,0,1,1,0,1,0,1,0,0
140064,0,1,0,0,1,0,0,1,1,0,0
45258,1,1,0,1,1,0,0,1,1,0,0
280853,0,0,0,0,1,0,0,1,1,0,0
207837,0,1,0,1,1,0,0,1,1,0,0
244130,1,0,0,0,0,0,0,1,1,0,0
27295,1,0,0,0,1,0,0,1,1,0,0
341437,1,0,0,0,1,0,0,1,1,0,0
100068,0,0,0,0,0,0,1,0,1,0,0
217078,1,0,0,0,1,0,0,1,1,0,0
297409,1,0,0,0,0,0,0,1,1,0,0
144431,1,0,0,0,1,0,0,1,1,0,0
73512,0,1,0,1,1,0,0,1,1,0,0
342670,1,0,0,0,1,0,0,1,1,0,0
149814,1,0,0,0,1,0,0,1,1,0,0
341530,1,1,0,1,1,0,0,1,1,0,0
227954,0,0,0,0,1,0,0,1,1,0,0
211822,0,1,1,1,1,0,0,1,1,0,0
